Solution_ID,Text,Embedding
951,"Mesure et comptage d’énergie, ","[ 1.3045013   1.0394508   0.9309417  ...  0.90530807  0.38686055
 -0.27565777]"
954,"Réseau, Diminution des fuites","[ 1.7938223   0.39556783  0.91265357 ...  0.047585   -0.49403006
  0.34616104]"
955,"Mesure et comptage d’énergie, ","[ 1.3045013   1.0394508   0.9309417  ...  0.90530807  0.38686055
 -0.27565777]"
956,"Indicateurs et tableau de bord, Centralisation des données de services différents., Compréhension approfondie du suivi énergétique ; Identification des défaillances de lignes de production.","[ 1.9249197  -0.11140251  0.93664294 ...  0.30685264 -0.82408506
 -1.3708225 ]"
958,"Gestion et pilotage, Modification des procédures avec la production La mise en place de la solution intègre de contraintes comportementale, Economie d'énergie importante.",[ 1.1960719 -0.1670769 -0.4246406 ... -0.418471   0.0730601 -0.5880608]
959,"Maintenance, Nécessite l'implication du personnel, permet d'eviter les pics d'appel de puissance électrique facturés par des pénalités de dépassement. le décalage des démarrage est meilleur pour la résistance du réseau de distribution électrique. En effet, un appel de puissance trop important entraîne un fort effet joule qui peut détériorer les câbles.","[ 0.7806204  -0.7324531   0.39420453 ...  0.6561711  -0.5549179
  0.32141832]"
960,"Contrat, Identification des dépassements Les points 10 minutes peuvent mettre en évidence la consommation talon durant les périodes où la production est arrêtée.","[ 1.6292598  -0.2951328   0.26303396 ...  0.22855027  0.16498263
 -0.6314629 ]"
961,"Chauffage, Emplacement parfois difficile d'accès lorsqu'ils sont situé au dessus des unités de production. Cartographie des besoin de chaleur à réaliser en amont pour avoir un chauffage optimisé dans l'atelier., Amélioration du confort des employés.","[ 1.6471173  -0.42767063 -0.4835746  ...  0.91255647 -0.48946002
 -0.54084736]"
962,"Chaudière, Modification possible des réseaux Investissement important, Le gain de rendement entre une chaudière des années 70 et une chaudière à condensation ou à basse température est entre 10 et 17 %., Augmentation du rendement des chaudières concernées","[ 1.2902426  -1.0976651   0.65531474 ...  0.40904763 -1.0309925
  0.12844786]"
963,"Régulation, Modification du réseau existant en y installant des électrovannes., de diminution de puisssance par rapport à la puissance installée., Diminution de la température dans la chaufferie Augmentation du rendement des compresseurs d'air si ils sont situés dans la même pièce.","[ 1.1402744  -0.13770574  0.4257224  ...  0.0719476  -0.89429903
 -0.33784267]"
965,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
966,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
967,"Production, Arrêt du système pour le nettoyage, Conserver une bonne efficacité du système","[ 2.4580646  -0.07199501  0.31796604 ... -0.8483823  -1.6997923
 -0.18371801]"
968,"Production, Difficile à mettre en place dans les bâtiments en rénovation Doit être installé en zone urbaine dense pour être rentable, Réelle économie sur le chauffage. Jusqu’à 70% assuré par la récupération de chaleur., Ressource disponible de façon continue Economies de combustibles","[ 1.6533787  -0.61717546  0.17303476 ...  0.20344633 -0.61137545
 -0.6166102 ]"
969,"Meuble frigorifique, Réduction des consommations énergétiques : de 20 % (simple vitrage) à 50% (double vitrage), Réduction du temps de fonctionnement Favorisation de la conservation (moins de produits jetés)","[ 2.0483887   0.15481041  1.3932556  ...  0.09569331 -0.8020241
  0.17619431]"
970,"Management (ISO 50 001), Les coûts d’accompagnement, d’audit et de certification. Nécessite l’implication du personnel., Facilite la mise en œuvre des plans d’action. Comme toutes les certifications, elle est une preuve auprès des parties prenantes de professionnalisme et d’engagement pour l’environnement.","[ 0.5169367   0.9178087   1.1660336  ... -0.1274884  -0.21588528
 -1.2344731 ]"
971,"Compresseur, ","[ 1.4777641   1.1305842  -0.41014048 ...  1.2122858  -0.8557459
 -0.19862705]"
974,"Management (ISO 50 001), Nécessite l’implication du personnel., de la consommation d'énergie du site, Facilite la mise en œuvre des plans d’action.","[ 1.0755125  -0.21465427  0.4587147  ... -0.5486609  -0.48917556
 -0.50871414]"
975,"Report modal, Gestion du carburant selon les trajets, Meilleure gestion de la consommation en carburant","[ 1.1402098  -0.6732525   0.9382262  ...  0.79134625 -0.64219743
 -0.3756318 ]"
976,"Report modal, Mise à sec d'une unité fluviale de grande taille, Entretien d'une unité fluviale, nettoyage de la coque","[ 1.6293575   0.5885844  -0.00262663 ...  0.21739161 -1.6849573
  0.6497274 ]"
977,"Matériel roulant, Normes énergétiques à respecter, Economie de carburant","[ 0.6810584   0.18417414 -0.04624113 ...  0.5596598   0.01503245
  0.6984505 ]"
978,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
979,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
980,"Régulation, Economie d'électricité, Réduction de pollution lumineuse la nuit en extérieur","[ 0.06664559 -0.8440062   0.45779368 ... -0.90864766 -1.972455
  0.6216878 ]"
981,"Management (ISO 50 001), ","[ 0.3786912   0.7169866   1.592359   ... -0.55593365 -2.1303737
 -0.61436564]"
983,"Gestion et pilotage, Optimisation de la luminosité et du nombre de points lumineux","[ 0.43645248 -0.796389    0.77889585 ...  0.44891408 -2.0114856
 -1.5247424 ]"
984,"Matériel roulant, Différenciation des normes entre moteurs à essence et moteurs diesel Pas de réglementation sur les émissions de CO2, Normes anti-pollution : limitation des émissions de GES les plus toxiques par les véhicules","[ 0.12316584  0.93903726  0.30232033 ...  1.0629742   0.1540294
 -0.7217466 ]"
985,"Gestion et pilotage, Organisation du chargement en fonction du trajet, Gain de temps Economie de carburant","[ 3.0852892   0.7180896   0.50156957 ...  0.8713431   0.3652507
 -0.19881444]"
986,"Géothermie, Installation encore coûteuse en comparaison des technologies de chauffage concurrentes. Les pompes à chaleur avec capteurs horizontaux nécessitent une surface au sol disponible importante., Diminution de la dépendance aux énergies fossiles par l'utilisation d'une énergie renouvelable. Pour certains types de géothermie, le même système peut servir au rafraichissement et au chauffage.","[ 1.9759521  -0.23874591  0.06896199 ...  1.1597687  -1.253969
 -0.9389246 ]"
987,"Production, ","[ 2.3100646   0.5967367  -0.66384286 ...  2.7215316  -0.6958797
 -0.6335884 ]"
989,"Réseau, Entretien des équipements de récupération d'eau de pluie Eau non potable, Réduction de l'utilisation de l'eau des nappes Economie d'eau potable (pour des tâches qui n'en nécessitent pas)","[ 2.7047024  -1.8038719   0.20208168 ... -0.54380846 -1.5198324
  0.5210968 ]"
990,"Tri, Préférer le recyclage à l'incinération, Energie créée : utilisée comme chauffage par exemple Réduit les émissions de CO2","[ 2.2211628  -0.61282617  1.1572332  ...  1.2077025  -1.1642617
  0.31377465]"
991,"Valorisation, Processus qui peut être long, Production d'un compost de qualité Réutilisation de matière première Mise en oeuvre simple","[ 2.910515   -0.25449118 -1.0217717  ...  2.022754    0.33448556
  0.08820084]"
992,"Tri, Dépend du comportement des usagers Doit être fait consencieusement, Valorisation plus importante et plus adaptée aux déchets Confinement de la pollution Confinement des risques pour l'environnement et les êtres humains.","[ 0.5617262   0.6358476   1.3775686  ...  1.0142978   0.9499271
 -0.05618225]"
993,"Tri, Tri effectué par les particuliers, Sensibilisation de la population au tri sélectif des déchets Simplification du tri dans les centres Plus de déchets recyclés, donc moins de pollution","[ 2.8377411  -0.21720651  2.2309349  ...  2.277865   -0.23576614
 -0.3955752 ]"
994,"Gestion et pilotage, Décantation et recyclage après utilisation de l'eau, Récupération de l'eau pour le lavage des camions","[ 2.6781535  -1.9092342   1.3017415  ... -0.40672624 -1.5867499
  0.16962917]"
995,"Valorisation, Solution dépendante de l'implication des personnes Léger coût de collecte : 20-40 €/an/salarié., Réduction des dépenses de papier et consommables liés : cartouches, imprimantes... Réduction de l'impact environnemental (rejet CO2, consommation d'eau pour la production de papier...) Diminution de la consommation de bois donc développement d'autres filières d'utilisation (chaufferie par exemple)","[ 2.326174   -0.03046693  0.47122985 ...  0.15415946 -0.2949492
  0.07251804]"
996,"Tri, de déchets en moins par an, Réduction de l'utilisation de papier Développement des prospectus par e-mail","[ 3.208797   -0.00643115  1.2063279  ...  1.3258536   0.388506
  0.5146155 ]"
997,"Tri, Réduction des emballages plastiques (aliments, etc...), Achats de produits réutilisables Désencombrement des décharges plastiques","[ 2.2477806   0.20089412  2.3627462  ...  0.30689985 -2.3395567
 -1.0254008 ]"
998,"Valorisation, Diminution des déchets plastiques","[ 0.4934944   0.3341441   0.5825217  ... -1.2295347  -0.45342243
 -0.34598285]"
1000,"Régulation, Economie d'électricité, Meilleure gestion de l'éclairage Pas de gaspillage d'énergie en éclairage inutile","[ 0.4868976  -0.32918257  0.4762664  ...  0.25489366 -1.2335219
  0.6067122 ]"
1001,"Soufflette, ","[ 0.00182551 -0.24079886 -0.7151505  ...  1.0325041  -0.35434866
 -0.58024883]"
1002,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
1003,"Chaudière, d'augmentation du rendement pour les nouvelles chaudières par rapport aux anciennes Réduction des coûts de maintenance d’environ 5%, Réduction des risques liés aux pannes des équipements de production Amélioration de la productivité Conditions de travail améliorées Diminution des émissions de polluants, notamment de CO 2 Souplesse du fonctionnement des chaudières performantes","[ 1.6982843  -0.08183042  1.2401162  ...  0.9859243  -0.0367907
 -1.0910718 ]"
1004,"Vanne, ","[-1.0111489   0.1382149  -0.5693956  ... -0.7512083   0.93248326
  2.0355804 ]"
1005,"Séchage, Trouver le bon dosage des adjuvants utilisés, sur la consommation énergétique du poste consommateur dédié à l'opération de séchage thermique dans certains cas., Augmentation de la durée de vie des matériaux enrobés","[ 1.1700792   0.17131473  0.6639221  ...  0.08222653 -0.0399271
 -0.37097785]"
1006,"Séchage, Maintenance régulière pour vérifier l'état des isolants","[ 1.6351185   0.28572655  0.17136703 ...  0.5742874  -1.4097971
  0.79922575]"
1007,"Séchage, sur le rendement énergétique du séchage, Régulation plus performante permettant de mieux moduler la température","[ 1.1345832  -0.22551239  0.34110793 ... -0.19085698  0.12511858
 -1.6146092 ]"
1008,"Vanne, ","[-1.0111489   0.1382149  -0.5693956  ... -0.7512083   0.93248326
  2.0355804 ]"
1009,"Stockage, Capacité de stockage faible, Installation simple Peu coûteux Réduit la demande de refroidissement",[2.1025753  0.83291155 0.7153309  ... 0.8091563  0.01415472 1.4358581 ]
1010,"Régulation, Investissement initial important Couplage avec la production parfois difficile. Modification de la procédures de fonctionnement (nouvelles consignes à rentrer ), Le passage à une commande prédictive peut faire gagner jusqu’à 15% d’économie d’énergie par rapport à un système de four classique., Bon respect des contraintes sur les variables contrôlées et manipulées. Adaptation aux perturbations automatique. Commande plus douce : meilleure utilisation des actionneurs et donc augmentation de leur temps de vie.","[ 1.0947762  -0.15969336 -0.2843541  ...  0.49722704  0.05066724
 -0.99071807]"
1011,"Production, ","[ 2.3100646   0.5967367  -0.66384286 ...  2.7215316  -0.6958797
 -0.6335884 ]"
1012,"Valorisation, Réduction des déchets Valorisation des rebuts de plastique","[ 2.9571946   1.1599656   0.88923967 ...  0.38701853 -0.235383
 -0.24122347]"
1013,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
1014,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
1016,"Récupération de chaleur, Un déchiqueteuse et un sécheur sont nécessaires pour mettre en place cette action., pour les plaquettes de bois vendues","[ 3.2264893  -0.6699987  -0.8053792  ...  0.3476313  -0.323946
 -0.99850464]"
1017,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
1018,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
1019,"Four, Technologie adaptée aux chaudières de forte puissance. Nécessité d’enlever le fer et les impuretés minérales du combustible., De 90 à 99 % de rendement suivant le type de technologie utilisé. Limite les émissions d’oxyde d’azote et de soufre, ainsi que les métaux lourds et les imbrûlés. Utilisation de combustibles variés. Homogénéisation de la température de combustion. La chaudière est modulable (4MW/min), le taux de charge peut donc être mieux ajusté.","[ 2.0911577   0.07506668  0.23355016 ...  0.04899079  0.10470154
 -0.5772525 ]"
1020,"Brûleur, ","[ 1.4362841   1.2126701  -0.4726467  ... -1.0041625  -0.85467863
  0.7248065 ]"
1021,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
1022,"Chaudière, ","[ 2.0967493  -0.02225149 -0.1491679  ...  1.972904   -2.3162296
  0.1574356 ]"
1023,"Valorisation, Approvisionnement en résidus de distillation, Utilisation des déchets industriels","[ 2.9048865  -0.2341797   0.37972233 ...  1.7156402  -0.74810016
  1.3302567 ]"
1024,"Réseau, Utilisation d'évaporateurs à multiples effets (plusieurs étapes de récupération de la chaleur), Economie d'eau Récupération d'eau de process","[ 3.5522845  -2.414777    2.2066112  ...  0.12560794 -0.8157449
  0.5237153 ]"
1025,"Séchage, de vapeur utilisée normalement pour atteindre la température de l'air de séchage","[ 2.3546038  -0.18104614 -0.46707597 ... -0.7337662  -1.445678
  0.08673438]"
